LTE.ID,Site.ID,Code,Year.start,Year.end,Number of sites,Notes,Treatments,Version,DOI,Available in Saito,Latitude,Longitude
LTE0148,Misamfu ARS,HK0258,1984,1990,1,NA,A sprit-plot design with four repli- cates was used,NA,NA,NA,NA,NA
LTE0149,Mnyakongo..Ugogoni,AG0071,2010,2016,1,NA,"farm under organic fertilization, and with no-fertilization",2020,10.1080/20964129.2018.1463146,NA,-6.17768,36.43636
LTE0167,Mnyakongo..Ugogoni,AG0022,1995,2015,1,NA,NA,2020,10.3390/su10051430,NA,-6.17768,36.43636
LTE0010,"Moi TTC, Uasin Gishu",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,0.54722,35.78608
LTE0023,Monze FTC,HK0255.2,2005,2011,4,Domboshawa is also part of the experiment but there started in 2009,"Conventional control (CPM), Conservation Agriculture (CAM),Conservation agriculture (CAM + 2YR), Conservation agriculture (CAM+3YR)",2018,10.1080/14735903.2012.703894,NA,-16.2405,27.4421
LTE0065,Monze FTC,HK0253,2005,2011,2,NA,"Conventional control plot consisting of mouldboard ploughing and maize planted with a maize-legume rotation, Conservation agriculture with no-tillage and sown with an animal traction furrow opener (Magoye ripper) (RIML), Conservation agriculture with no-tillage and sown with an animal traction direct seeder (Fitarelli machinas, Brazil) (DSML)",2018,10.1016/j.still.2012.09.002,YES,-16.2405,27.4421
LTE0150,Morna,NN0090,1996,2002,1,NA,i) CI conventional irrigation program,NA,NA,NA,NA,NA
LTE0150,Morna,EO0144,1996,2011,1,NA,i) CI conventional irrigation program,NA,NA,NA,NA,NA
LTE0074,Mpwapwa,JS0216,NA,NA,1,minimum 5 years,NA,2018,10.1080/15324980902817121,NA,-6.16667,36.43333
LTE0247,Msekera RS,HK0261,1991,NA,2,13 years,NA,2018,10.2134/agronj2012.0063,NA,-13.6456,32.5603
LTE0058,Mulanje,JS0315,2007,2011,6,NA,NA,2018,0,NA,-15.9346,35.522
LTE0076,Murehwa-Clay Homefield,NJ0028,2002,2009,3,Look if those two are linked,NA,2020,10.2134/agronj15.0051,NA,-17.64646,31.78194
LTE0077,Murewa,HK0269,2002,2009,1,Look if those two are linked,NA,2018,10.1111/j.1475-2743.2012.00394.x,NA,-17.8,31.58333
LTE0076,Murewa-Sandy Homefield,NJ0028,2002,2009,3,Look if those two are linked,NA,2020,10.2134/agronj15.0051,NA,-17.64646,31.78194
LTE0076,Murewa-Sandy Outfield,NJ0028,2002,2009,3,Look if those two are linked,NA,2020,10.2134/agronj15.0051,NA,-17.64646,31.78194
LTE0058,Mzimba,JS0315,2007,2011,6,NA,NA,2018,0,NA,-11.89,33.59
LTE0028,"NARL, Kabete",LM0186,1976,1994,1,NA,"control, 5 ton dry matter of farmyard manure +60 kgN+60 kg P2O5 per ha per year (FYMNP1), and 10 ton dry matter of farmyard manure +120 kgN+120 kg P2O5P per ha per year (FYMNP2).",2018,10.1016/s0038-0717(99)00088-7,NA,-1.25,36.73
LTE0144,"NARL, Kabete",NN0261,1976,2007,2,"The long-term trials were established in the past 14 decades and aimed at testing different management options for arable crop production such as organic versus mineral inputs, crop rotation, and tillage.","The study was conducted in 12 long-term ?eld trials across the sub-humid to semi-arid tropical zones of Eastern Africa (Embu,Kabete, Impala and Nyabeda in Kenya and Chitala in Malawi) and Western Africa (Tamale in Ghana, Ibadan in Nigeria, Sadore in Niger and Farakoba, Sarias I, II and III in Burkina Faso)",2018,10.1016/j.agee.2010.11.021,NA,-1.25,36.73
LTE0151,"NARL, Kabete",LM0188,1976,1991,1,NA,"control, 5 ton dry matter of farmyard manure +60 kgN+60 kg P2O5 per ha per year (FYMNP1), and 10 ton dry matter of farmyard manure +120 kgN+120 kg P2O5P per ha per year (FYMNP2).",2018,10.1007/s11104-010-0587-8,NA,-1.25,36.73
LTE0020,Negasi-amba,NN0334,1998,2006,3,NA,NA,2018,10.1016/j.livsci.2015.03.021,NA,9.83,39.57
LTE0006,Ngoungoumou,LM0008,1998,2005,2,NA,NA,2018,10.1080/01448765.2008.9755066,NA,3.25,12.05
LTE0152,"Ngwazi, Mufindi",JS0218.1,1971,1988,1,NA,"12 groups of six contiguous irrigation sub-plots (each 3.6 X 5.4 m with 18 bushes) on either side of a centrally placed sprinkler lateral (Stephens and Carr, 1989). Six nitrogen treatments (see below) were then allocated at random to these groups within four blocks,",2018,10.1017/s0014479700018822,NA,-8.541,35.169
LTE0152,"Ngwazi, Mufindi",JS0218.2,1971,1988,1,NA,"12 groups of six contiguous irrigation sub-plots (each 3.6 X 5.4 m with 18 bushes) on either side of a centrally placed sprinkler lateral (Stephens and Carr, 1989). Six nitrogen treatments (see below) were then allocated at random to these groups within four blocks,",2018,10.1017/s0014479700018834,NA,-8.541,35.169
LTE0055,Nhamizhinga,AN0068,2007,2014,5,NA,NA,2020,10.1017/S1742170515000332,NA,-18.365,33.209
LTE0053,Nioro,NJ0074,2004,2013,2,same as above (JS0369) but without fert,presence or absence of shrub as the main plot,2020,10.1128/AEM.04122-14,NA,13.7585,-15.787
LTE0154,Nioro,JS0319,2004,2015,1,11 years,presence or absence of shrub as the main plot and fertilizer rate as the subplot with four replicates.,2018,10.1016/j.agee.2017.03.007,NA,13.7585,-15.787
LTE0154,Nioro,JS0369,2003,2011,1,NA,presence or absence of shrub as the main plot and fertilizer rate as the subplot with four replicates.,2018,10.1016/j.jaridenv.2016.01.010,NA,13.7585,-15.787
LTE0010,"Njabini, Nyandarua",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.72417,36.65169
LTE0078,Nkhande,NN0248,1986,1991,1,6 years,NA,2018,10.1007/bf00704831,NA,-14.78333,34.6
LTE0079,Nqindi,DK0110,2010,2015,1,NA,NA,2020,10.1016/j.fcr.2017.04.016,NA,-20.6597,28.2597
LTE0080,Ntarla ARS,EO0151,1965,1989,1,NA,NA,2020,10.1016/j.fcr.2015.02.013,NA,12.58333,-5.7
LTE0081,Nyabeda,LM0194,2003,2007,1,NA,NA,2018,10.1017/s0014479711000895,NA,0.11667,34.4
LTE0082,"Nyabeda Village, Siaya District",AG0143,2005,2012,1,NA,NA,2020,10.1016/j.agee.2015.04.001,YES,0.12583,34.40442
LTE0055,"Nzewe, Tete",AN0068,2007,2014,5,NA,NA,2020,10.1017/S1742170515000332,NA,-14.519,34.304
LTE0083,Nzombe,HK0202.1,1995,2000,2,NA,NA,2018,10.1023/B:,NA,NA,NA
LTE0084,"Oil Palm Research Institute, Kusi",JS0071,1970,1992,1,NA,NA,2018,10.1007/bf00705215,NA,6.036,-0.873
LTE0010,"Ol Joro Orok, Nyandarua",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.07528,36.36722
LTE0010,"Ol Ngarua, Laikipia",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,0.29778,36.26283
LTE0010,"Otamba, Kiisi",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.72361,34.76231
LTE0085,Poni,JS0034,NA,NA,1,13 years,NA,2018,10.1080/15324980500546007,NA,10.08333,-3.25
LTE0055,Pumbuto,AN0068,2007,2014,5,NA,NA,2020,10.1017/S1742170515000332,NA,-19.001,33.72
LTE0010,Rotian..Narok,LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-1.01444,35.89583
LTE0086,Rungwe,JS0194,1993,2005,1,"Not sure how to treat this, seems like a review on fuels",NA,2018,10.1016/j.rser.2007.04.013,NA,-9.18083,33.5475
LTE0067,Ruzvidzo,JS0355,2002,2011,2,NA,NA,2018,10.1016/j.fcr.2013.03.014,NA,-17.85,31.56667
LTE0058,Salima,JS0315,2007,2011,6,NA,NA,2018,0,NA,-13.76,34.47
LTE0088,"Sappi Usutu Forest, Swaziland",NJ0142,1971,2000,1,NA,NA,2020,10.1186/s40490-018-0110-1,NA,-26.45065,31.04128
LTE0052,Saria,HK0002,2001,2005,2,NA,NA,2018,10.5897/AJAR10.711,NA,12.267,-2.15
LTE0087,"SASRI, Empangeni",EO0028,2008,2014,1,NA,NA,2020,10.1080/02571862.2016.1148787,NA,-28.71667,31.88333
LTE0155,"SASRI, Mount Edgecombe",NN0162.2,1939,2003,1,NA,"The main plot treatments are a) green cane harvesting with all residues mulched over the plot area (M), b) cane burnt prior to harvest with cane-tops left scattered evenly over the plot covering two thirds of the surface area (BS) and c) cane burnt prior to harvest with all residues removed from the plots (BR). Split-plot treatments consisted of fertilized (F) and unfertilized plots (F0)",2018,10.1046/j.1365-2389.2002.00472.x,NA,-29.7035,31.0485
LTE0155,"SASRI, Mount Edgecombe",NN0164,1939,2003,1,NA,"The main plot treatments are a) green cane harvesting with all residues mulched over the plot area (M), b) cane burnt prior to harvest with cane-tops left scattered evenly over the plot covering two thirds of the surface area (BS) and c) cane burnt prior to harvest with all residues removed from the plots (BR). Split-plot treatments consisted of fertilized (F) and unfertilized plots (F0)",2018,10.1007/s00374-005-0830-2,NA,-29.7035,31.0485
LTE0155,"SASRI, Mount Edgecombe",DK0121,1939,2012,1,NA,"The main plot treatments are a) green cane harvesting with all residues mulched over the plot area (M), b) cane burnt prior to harvest with cane-tops left scattered evenly over the plot covering two thirds of the surface area (BS) and c) cane burnt prior to harvest with all residues removed from the plots (BR). Split-plot treatments consisted of fertilized (F) and unfertilized plots (F0)",2020,10.1016/j.agee.2016.04.002,NA,-29.7035,31.0485
LTE0089,Sauri Village Cluster,AN0099,NA,NA,1,at least seven years of data,NA,2020,10.1111/1365-2664.12416,NA,0.10136,34.50114
LTE0090,Save Valley Experimental Station,NN0296,2000,2005,1,NA,NA,2018,10.1007/s10705-008-9211-1,NA,-20.388,32.3738
LTE0020,Serity,NN0334,1998,2006,3,NA,NA,2018,10.1016/j.livsci.2015.03.021,NA,9.83,39.57
LTE0091,Shebomeza,JS0204,2000,2006,1,NA,NA,2018,10.1007/s10457-009-9210-5,NA,-5.115,38.623
LTE0092,Siaya County,NJ0132,2007,NA,1,2007 + 13 cropping seasons,NA,2020,10.1007/s00374-017-1226-9,NA,0.05872,34.28483
LTE0022,Songani,HK0213.4,2005,2011,11,HK0213.4 and HK0224 have the same treatments but HK0213.4 has more locations.,"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s0014479713000306,NA,-15.38333,35.33333
LTE0010,"Sosiot, Kericho",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.36389,35.172
LTE0093,SoubrÃ©,JS0411,1989,2005,1,JS0411 and EO0111 are the same papers,NA,2018,10.1016/j.indcrop.2012.07.053,NA,5.66667,-6.71667
LTE0094,South-Western Ivory Coast,EO0111,1989,2005,1,JS0411 and EO0111 are the same papers,NA,2020,10.1016/j.indcrop.2012.07.053,NA,5.66611,-6.70778
LTE0095,Suba District,LM0187,1998,2004,2,NA,NA,2018,10.1016/j.cropro.2008.01.005,NA,-0.443,34.233
LTE0023,Sussundenga Research Station,HK0255.2,2006,2011,4,Domboshawa is also part of the experiment but there started in 2009,"Conventional control (CPM), Conservation Agriculture (CAM),Conservation agriculture (CAM + 2YR), Conservation agriculture (CAM+3YR)",2018,10.1080/14735903.2012.703894,NA,-19.317,33.241
LTE0096,TAFA Antsirabe,NN0187,1991,2002,1,NA,NA,2018,10.1016/j.apsoil.2007.12.012,NA,-19.7794,47.1107
LTE0011,Tara,NN0026,1988,1992,3,NA,NA,2018,10.1017/s0021859699007650,NA,11.98333,3.5
LTE0058,Thyolo,JS0315,2007,2011,6,NA,NA,2018,0,NA,-16.06,35.14
LTE0010,"Tongaren, Bungoma",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,0.798,34.96
LTE0095,Trans Nzoia District,LM0187,1999,2004,2,NA,NA,2018,10.1016/j.cropro.2008.01.005,NA,1.075,34.978
LTE0010,"Tulaga, Nyandarua",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-0.64667,36.60728
LTE0010,"Turbo, Usain Gishu",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,0.633,35.05
LTE0097,University of Ibadan Campus,LM0318,2004,2008,1,NA,NA,2018,10.1080/21683565.2012.762439,NA,7.444,3.9
LTE0098,University of Ibadan Research Farm,HK0106,1976,1980,1,NA,NA,2018,10.1016/0167-1987(84)90033-3,NA,7.444,3.9
LTE0037,University of Zimbabwe Farm,DK0104,2006,2010,2,NA,"(1) undisturbed woodland, (2) cleared woodland, without cultivation and fertilization, (3) cleared woodland with cultivation, and without N-fertilization (maize-cropped), and (4) cleared woodland with cultivation, with fertilization",2020,10.1016/j.still.2013.01.008,NA,-17.7242,31.0199
LTE0041,University of Zimbabwe Farm,NJ0067,2008,2014,4,NA,Maize (control) and 9 crop rotation treatments,2020,10.2135/cropsci2014.11.0796,NA,-17.7242,31.0199
LTE0010,"Upepo, Laikipia",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,0.24611,36.85158
LTE0099,Werer Agricultural Research Center (WARC),JS0283,1982,1991,1,NA,NA,2018,10.1080/00103629509369391,NA,9.341,40.176
LTE0010,"Weruga, Taita",LM0265,1987,1994,26,NA,NA,2018,10.1017/s0014479797000203,NA,-3.4,38.36422
LTE0100,Wiwaso,JS0086,1998,2006,1,NA,NA,2018,10.1007/s10705-006-9081-3,NA,6.2,-2.48333
LTE0101,Zambia,NJ0118,2002,2008,1,NA,NA,2020,10.1111/1477-9552.12107,NA,-14.31,28.7079
LTE0102,Zeekoegat,AN0060.2,NA,NA,1,minimum 6 years,NA,2020,10.1016/j.still.2018.05.016,NA,-25.61528,28.31556
LTE0022,"Zidyana, Nkhotakota",AG0094,2005,2014,2,AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto),"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2020,10.3390/environments2030317,NA,-13.23,34.24
LTE0022,"Zidyana, Nkhotakota",AN0132,2005,2014,1,AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto),"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2020,10.1017/S0014479715000265,NA,-13.23,34.24
LTE0022,"Zidyana, Nkhotakota",HK0213.3,2005,2011,2,AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto),"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s1742170512000257,NA,-13.23,34.24
LTE0022,"Zidyana, Nkhotakota",HK0213.4,2005,2011,11,AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto),"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1017/s0014479713000306,NA,-13.23,34.24
LTE0022,"Zidyana, Nkhotakota",HK0224,2005,2012,8,AG0094 Same treatment as HK0213.4 and HK0224 but only 2 locations and one that was not there (Zimuto),"Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2018,10.1016/j.fcr.2012.11.010,NA,-13.23,34.24
LTE0022,Zimuto,AG0094,2005,2013,2,"only two sites for AN0132 but same treatments as HK0213.4, HK0224 and AN0132","Conventional control plot consisting of traditional ridge and furrow land preparation planted with continuous monocrop maize (CPM),CA plot with continuous monocrop maize (CAM), CA plot with maize intercropped with a legume",2020,10.3390/environments2030317,NA,-19.88333,30.86667
LTE0156,"Zwelisha, Bergville",EO0024,2003,2009,1,NA,sole maize and maize intercropped with lablab,2020,10.1080/21683565.2017.1393649,NA,-28.6797,29.071
LTE0157,"Zwelisha, Bergville",EO0039,2003,2009,1,NA,"(1) A. karroo + cocks foot (Dactylis glomerata),(2) A. karroo + tall fescue (Festuca arundinacea),(3) L. leucocephala + cocks foot (Dactylis glomerata),(4) L. leucocephala + tall fescue (Festuca arundinacea),(5) A. karroo,(6) L. leucocephala,(7) Cocks foot (Dactylis glomerata),(8) Tall fescue (Festuca arundinacea).",2020,10.1080/15427528.2017.1376239,NA,-28.6797,29.071
LTE0024,Chitedze ARS,NN0558,2007,2019,NA,NA,NA,NA,10.1016/j.agwat.2011.04.002,NA,-13.97375,33.65276
LTE0251,Henderson RS,NN0558,2004,2019,NA,NA,NA,NA,10.1016/j.agwat.2011.04.002,NA,-17.583,30.967
LTE0247,Monze Farmer Training Centre,NN0558,2005,2019,NA,NA,NA,NA,10.1016/j.agwat.2011.04.002,NA,-16.241,27.442
LTE0248,Sussundenga Research Station,NN0558,2006,2014,NA,NA,NA,NA,10.1016/j.agwat.2011.04.002,NA,-19.317,33.241
LTE0249,Domboshawa Training Centre,NN0558,2009,2019,NA,NA,NA,NA,10.1016/j.agwat.2011.04.002,NA,-17.607,31.141
LTE0250,Msekera RS,NN0558,2011,2018,NA,NA,NA,NA,10.1016/j.agwat.2011.04.002,NA,-13.6456,32.5603
LTE0029,"AREX Training Centre farm, Domboshava",CJ0001,1992,2006,NA,NA,"two NPK fertilizer rates was arranged in a randomized complete block design with two replicates. We intercropped groundnut (initially ÔSpanishÕ type collected from local smallholder farmers, later ÔEgretÕ or ÔFalconÕ variety), sugar bean (Phaseolus vulgaris) (collected from local farmers), medium maturity (ca. 140 days) pigeonpea ÔEx ChitedzeÕ Malawi, an indeterminate habit cowpea (from local farmers, or ÔZimbabwe RedÕ) and bambara nut (Vigna subterranea) (from local farmers) with SC501 (SC513 in later years) hybrid maize.",NA,10.1017/S0014479707005303,NA,-17.5833,31.16667
LTE0059,Embu,JO0030,NA,NA,NA,NA,NA,NA,10.1007/s10705-019-10005-4,NA,-0.5,37.66667
LTE0059,Machanga,JO0030,NA,NA,NA,NA,NA,NA,10.1007/s10705-019-10005-4,NA,-0.7833,37.66667
LTE0059,Nyabeda,JO0030,NA,NA,NA,NA,NA,NA,10.1007/s10705-019-10005-4,NA,0.1296,34.4055
LTE0059,Teso,JO0030,NA,NA,NA,NA,NA,NA,10.1007/s10705-019-10005-4,NA,0.5667,34.18333
LTE0059,Embu District,CJ0039,NA,NA,NA,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",NA,10.1016/j.fcr.2022.108788,NA,-0.604,37.663
LTE0059,Machanga,CJ0039,NA,NA,NA,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",NA,10.1016/j.fcr.2022.108788,NA,-0.776,37.66
LTE0059,Sidada,CJ0039,NA,NA,NA,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",NA,10.1016/j.fcr.2022.108788,NA,0.1441,34.42431
LTE0059,Aludeka,CJ0039,NA,NA,NA,"WORKING FOLDER ACDC, multiple sites",": Tithonia diversifolia (TD; high quality and fast turnover; class 1) and Calliandra calothyrsus (CC; high quality and slower turnover; class 2) were externally sourced (i.e. cut-and-carry system) for this experiment. The stover of Zea mays (MS; low quality and fast turnover; class 3) was sourced from within the experiment, while sawdust from Grevillea robusta trees (SD; low quality and slow turnover; class 4), and locally available farmyard manure (FYM; no defined class by Palm et al., 2001adue to variabilityin quality) were externally sourced",NA,10.1016/j.fcr.2022.108788,NA,0.574,34.191
LTE0065,Monze Farmer Training Centre,AC0114,2005,2020,NA,NA,Conventional practice (CP); Direct seeding (DS);Basin planting (BA);Direct seeding with maize-cotton rotation (DS-MC),2023,10.1016/j.geoderma.2021.115107,NA,-16.241,27.442
LTE0206,KARI Embu,NN0561,NA,NA,NA,more than one LTE,NA,NA,10.3389/fenvs.2019.00097,NA,-0.5035,37.4578
LTE0209,"KALRO, Kakamega",NN0561,NA,NA,NA,more than one LTE,NA,NA,10.3389/fenvs.2019.00097,NA,0.2557,34.5255
LTE0081,Nyabeda,NN0561,NA,NA,NA,more than one LTE,NA,NA,10.3389/fenvs.2019.00097,NA,0.1296,34.4055
LTE0103,"AfricaRice, Ndiaye",JO0179,1991,2016,NA,NA,NA,NA,10.1016/j.fcr.2021.108357,NA,16.233,-16.233
LTE0103,"AfricaRice, Fanaye",JO0179,1991,2016,NA,NA,NA,NA,10.1016/j.fcr.2021.108357,NA,16.5352,-15.1922
LTE0104,"ARC Small Grain, Bethlehem",NN0553,1979,2016,NA,WORKING FOLDER EIA,"two methods of straw disposal (burned and unburned) _ three methods of tillage (ploughing, stubble mulch and no-tillage) _ two methods of weed control (mechanical and chemical) _ three levels of nitrogen fertilization (20, 30, and 40 kg N haÐ1 until 2003, thereafter 20, 40 and 60 kg N haÐ1 were used).",NA,10.1080/02571862.2020.1713408,NA,-28.1619,28.3061
LTE0124,"IITA, Ibadan",CJ0028,1989,2000,NA,NA,"The main treatments were three fallow systems: Chromolaena odorata natural regrowth fallow (natural fallow), Pueraria phaseoloides cover crop fallow (cover crop fallow), and Leucaena leucocephala alley cropping (alley cropping).",NA,10.1007/s10705-004-1927-y,NA,7.498,3.903
LTE0136,"INRA, Settat",AF0001,1987,1998,NA,NA,notillage (NT) and conventional tillage (CT),NA,10.1111/j.1475-2743.2003.tb00294.x,NA,32.954,-7.625
LTE0142,Domboshawa Training Centre,AC0047,NA,NA,NA,multiple sites,"(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",NA,10.1017/S1742170521000442,NA,-17.607,31.141
LTE0142,University of Zimbabwe Farm,AC0047,NA,NA,NA,multiple sites,"(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",NA,10.1017/S1742170521000442,NA,-17.7242,31.0199
LTE0142,Hereford Farm,AC0047,NA,NA,NA,multiple sites,"(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",NA,10.1017/S1742170521000442,NA,-17.423,31.445
LTE0142,Chavakadzi,AC0047,NA,NA,NA,multiple sites,"(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",NA,10.1017/S1742170521000442,NA,-17.189,31.493
LTE0142,Madziwa,AC0047,NA,NA,NA,multiple sites,"(a) conventional management with soil tillage and crop residue removal (CT); and (b) no-tillage and crop residue retention (NT). Sub-treatments for these trials, but not used in this study,",NA,10.1017/S1742170521000442,NA,-16.991,31.415
LTE0257,Domboshawa Training Centre,JO0192,2002,2016,NA,NA,NA,NA,10.1016/j.heliyon.2021.e08567,NA,-17.607,31.141
LTE0161,Gum Selasa,JO0152,2005,2013,NA,NA,NA,NA,10.1002/ldr.3816,NA,13.2333,39.53333
LTE0185,Tembwe EPA,AC0017,2010,2019,NA,NA,Intercropping _ mulching (INM);Mulching (MC); Farmer practice (FP);Pit planting _ mulching (PPM):,2023,10.1016/j.heliyon.2021.e06636,NA,-13.7667,34.45
LTE0175,Gourton Farm,AC0098,2002,2017,NA,NA,"no-till (NT), annual conventional tillage (CT) and rotational tillage (RT).",2023,10.1016/j.still.2019.104317,NA,-28.9241,29.56073
LTE0175,Grouton farm-CT..Grouton farm-NT..Grouton farm-RT,JO0053,2002,2020,NA,NA,"strips (no-till (NT), rotational tillage (RT), and conventional tillage (CT)) forming the whole plot with three replicates and nitrogen fertiliser sources (urea or LAN)",NA,10.3390/agronomy12030722,NA,-28.9242,29.56083
LTE0175,"KZNU Research & Training Farm (Grouton Farm), Wintertone Bergille",NN0460,2003,2015,NA,NA,"three tillage treatments [no-till cropping system (NT), rotational tillage cropping system (RT), and conventional tillage cropping system (CT)] randomized three times, forming the whole plot. The nitrogen (N) source (Urea or LAN) and the rate of application (0, 50, 100, 150, 200 kg/ha)",NA,10.3390/agronomy12061411,NA,-28.9237,29.5611
LTE0176,Agonkanmey,AC0084,1988,1999,NA,NA,"control, NPK,Treatment M: maize and Mucuna pruriens var. utilis were inter -cropped",2023,10.1016/j.ejsobi.2006.07.018,NA,6.4105,2.321
LTE0177,Kouve,AC0054,1972,1991,NA,NA,"Four treatments were compared: two rates of mineral fertiliser application to maize in the first season and to cotton in the second, one control without fertilisers, and one control without a crop",NA,10.1016/j.fcr.2015.04.019,NA,6.6833,1.41667
LTE0178,Chitedze ARS,AC0080,2008,2017,NA,NA,"Conventional control practices (CPM);Basin planting (BAM),Direct seeding with a dibble stick (DSM),Direct seeded crop rotation (DSRML),Direct seeded maize intercropping (DSIMP),Direct seeded maize intercropping (DSIMC),Direct seeded maize intercropping (DSIMM)",NA,10.1017/S0014479720000125,NA,-13.97375,33.65276
LTE0179,"Linthipe, H",AC0083,NA,NA,NA,multiple sites,"continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",NA,10.1016/j.agee.2021.107585,NA,14.21,34.1
LTE0179,"Golomoti, M",AC0083,NA,NA,NA,multiple sites,"continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",NA,10.1016/j.agee.2021.107585,NA,14.44,34.6
LTE0179,"Kandeu, H",AC0083,NA,NA,NA,multiple sites,"continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",NA,10.1016/j.agee.2021.107585,NA,14.63,34.6
LTE0179,"Nsipe, H",AC0083,NA,NA,NA,multiple sites,"continuous unfertilized maize (Mz0), continuous full-fertilized maize (MzNP); three 2-year rotation systems with legume crops followed by sole maize fertilized at half rate: groundnut (GnRot), groundnut and pigeonpea intercrop (doubled up legume rotation system = DLR), pigeonpea (PpRot); and maize pigeonpea intercrop (MzPp)",NA,10.1016/j.agee.2021.107585,NA,14.93,34.74
